State,District,tier,positive_1,positive_2,positive_3,negative_1,negative_2,negative_3
Uttar Pradesh,Ambedkar Nagar,Tier II - Strong Performing Districts,avg_days_per_hh (0.95),women_pct (0.65),persondays_per_hh (0.44),female_literacy_pct (-0.04),night_lights_log (-0.02),wage_timeliness_pct (0.08)
Uttar Pradesh,Amroha,Tier II - Strong Performing Districts,avg_days_per_hh (1.05),persondays_per_hh (0.58),women_pct (0.27),night_lights_log (0.03),agri_worker_pct (0.05),wage_timeliness_pct (0.08)
Uttar Pradesh,Auraiya,Tier II - Strong Performing Districts,avg_days_per_hh (1.06),persondays_per_hh (0.50),agri_worker_pct (0.42),female_literacy_pct (-0.03),night_lights_log (0.01),wage_timeliness_pct (0.12)
Uttar Pradesh,Ayodhya,Tier II - Strong Performing Districts,avg_days_per_hh (0.66),women_pct (0.62),scst_pct (0.35),night_lights_log (-0.01),female_literacy_pct (0.03),wage_timeliness_pct (0.08)
Uttar Pradesh,Azamgarh,Tier II - Strong Performing Districts,avg_days_per_hh (0.97),women_pct (0.51),persondays_per_hh (0.49),female_literacy_pct (-0.03),night_lights_log (0.04),wage_timeliness_pct (0.10)
Uttar Pradesh,Baghpat,Tier II - Strong Performing Districts,avg_days_per_hh (1.06),persondays_per_hh (0.56),women_pct (0.27),night_lights_log (-0.04),female_literacy_pct (-0.01),agri_worker_pct (0.08)
Uttar Pradesh,Bahraich,Tier I - High Impact Districts,avg_days_per_hh (0.37),persondays_per_hh (0.25),women_pct (0.15),poverty_log (-0.20),agri_worker_pct (-0.17),night_lights_log (-0.04)
Uttar Pradesh,Ballia,Tier II - Strong Performing Districts,avg_days_per_hh (0.80),women_pct (0.58),agri_worker_pct (0.47),night_lights_log (-0.02),female_literacy_pct (0.02),wage_timeliness_pct (0.11)
Uttar Pradesh,Balrampur,Tier II - Strong Performing Districts,avg_days_per_hh (0.82),agri_worker_pct (0.54),women_pct (0.36),persondays_per_hh (0.02),poverty_log (0.04),scst_pct (0.06)
Uttar Pradesh,Banda,Tier IV - Improvement Potential Districts,avg_days_per_hh (0.85),women_pct (0.57),agri_worker_pct (0.48),female_literacy_pct (-0.01),wage_timeliness_pct (0.03),persondays_per_hh (0.07)
Uttar Pradesh,Bara Banki,Tier II - Strong Performing Districts,agri_worker_pct (0.45),women_pct (0.33),poverty_log (0.26),persondays_per_hh (-0.17),night_lights_log (-0.10),avg_days_per_hh (-0.10)
Uttar Pradesh,Bareilly,Tier II - Strong Performing Districts,avg_days_per_hh (1.04),persondays_per_hh (0.60),female_literacy_pct (0.35),night_lights_log (-0.02),wage_timeliness_pct (0.11),scst_pct (0.13)
Uttar Pradesh,Basti,Tier II - Strong Performing Districts,avg_days_per_hh (0.63),women_pct (0.39),scst_pct (0.29),night_lights_log (-0.02),persondays_per_hh (0.03),female_literacy_pct (0.03)
Uttar Pradesh,Bhadohi,Tier II - Strong Performing Districts,avg_days_per_hh (0.83),women_pct (0.44),scst_pct (0.29),night_lights_log (-0.10),agri_worker_pct (-0.07),female_literacy_pct (0.02)
Uttar Pradesh,Bijnor,Tier II - Strong Performing Districts,avg_days_per_hh (1.01),persondays_per_hh (0.49),women_pct (0.37),night_lights_log (-0.04),female_literacy_pct (-0.01),wage_timeliness_pct (0.05)
Uttar Pradesh,Budaun,Tier II - Strong Performing Districts,avg_days_per_hh (0.84),persondays_per_hh (0.44),women_pct (0.27),night_lights_log (-0.06),agri_worker_pct (0.05),female_literacy_pct (0.09)
Uttar Pradesh,Bulandshahr,Tier II - Strong Performing Districts,avg_days_per_hh (1.04),persondays_per_hh (0.55),scst_pct (0.32),night_lights_log (-0.03),agri_worker_pct (0.07),female_literacy_pct (0.09)
Uttar Pradesh,Chandauli,Tier II - Strong Performing Districts,avg_days_per_hh (0.53),agri_worker_pct (0.35),scst_pct (0.33),persondays_per_hh (-0.03),female_literacy_pct (0.01),night_lights_log (0.03)
Uttar Pradesh,Chitrakoot,Tier I - High Impact Districts,persondays_per_hh (0.64),women_pct (0.57),scst_pct (0.16),poverty_log (-0.16),wage_timeliness_pct (-0.14),female_literacy_pct (-0.10)
Uttar Pradesh,Deoria,Tier II - Strong Performing Districts,avg_days_per_hh (0.55),persondays_per_hh (0.33),women_pct (0.24),poverty_log (-0.20),agri_worker_pct (-0.13),female_literacy_pct (-0.12)
Uttar Pradesh,Etah,Tier IV - Improvement Potential Districts,female_literacy_pct (0.44),avg_days_per_hh (0.40),persondays_per_hh (0.28),agri_worker_pct (-0.11),wage_timeliness_pct (-0.02),night_lights_log (0.05)
Uttar Pradesh,Etawah,Tier II - Strong Performing Districts,avg_days_per_hh (0.76),women_pct (0.36),scst_pct (0.32),female_literacy_pct (-0.09),night_lights_log (0.04),wage_timeliness_pct (0.07)
Uttar Pradesh,Farrukhabad,Tier II - Strong Performing Districts,avg_days_per_hh (0.75),women_pct (0.36),persondays_per_hh (0.29),night_lights_log (-0.03),female_literacy_pct (0.01),scst_pct (0.09)
Uttar Pradesh,Fatehpur,Tier IV - Improvement Potential Districts,female_literacy_pct (0.52),avg_days_per_hh (0.40),persondays_per_hh (0.28),women_pct (-0.26),scst_pct (-0.20),agri_worker_pct (-0.08)
Uttar Pradesh,Firozabad,Tier IV - Improvement Potential Districts,avg_days_per_hh (0.56),persondays_per_hh (0.35),women_pct (0.25),poverty_log (-0.15),agri_worker_pct (-0.09),female_literacy_pct (-0.08)
Uttar Pradesh,Gautam Buddha Nagar,Tier II - Strong Performing Districts,avg_days_per_hh (1.15),persondays_per_hh (0.59),women_pct (0.18),night_lights_log (-0.09),agri_worker_pct (-0.07),female_literacy_pct (-0.01)
Uttar Pradesh,Ghaziabad,Tier II - Strong Performing Districts,avg_days_per_hh (1.08),persondays_per_hh (0.57),women_pct (0.21),night_lights_log (-0.07),female_literacy_pct (-0.06),agri_worker_pct (-0.02)
Uttar Pradesh,Ghazipur,Tier II - Strong Performing Districts,avg_days_per_hh (0.83),women_pct (0.62),agri_worker_pct (0.42),night_lights_log (0.01),female_literacy_pct (0.02),wage_timeliness_pct (0.11)
Uttar Pradesh,Gonda,Tier II - Strong Performing Districts,avg_days_per_hh (0.84),women_pct (0.56),agri_worker_pct (0.51),night_lights_log (-0.03),persondays_per_hh (0.00),scst_pct (0.02)
Uttar Pradesh,Gorakhpur,Tier II - Strong Performing Districts,avg_days_per_hh (0.93),women_pct (0.51),persondays_per_hh (0.46),night_lights_log (-0.06),female_literacy_pct (0.01),wage_timeliness_pct (0.04)
Uttar Pradesh,Hamirpur,Tier IV - Improvement Potential Districts,female_literacy_pct (0.55),avg_days_per_hh (0.46),persondays_per_hh (0.31),women_pct (-0.26),scst_pct (-0.16),agri_worker_pct (-0.07)
Uttar Pradesh,Hardoi,Tier IV - Improvement Potential Districts,female_literacy_pct (0.44),avg_days_per_hh (0.38),women_pct (0.32),poverty_log (-0.12),agri_worker_pct (-0.04),night_lights_log (-0.01)
Uttar Pradesh,Hathras,Tier II - Strong Performing Districts,avg_days_per_hh (1.01),persondays_per_hh (0.53),women_pct (0.32),female_literacy_pct (0.03),night_lights_log (0.04),poverty_log (0.09)
Uttar Pradesh,Jalaun,Tier I - High Impact Districts,female_literacy_pct (0.72),persondays_per_hh (0.62),women_pct (0.44),agri_worker_pct (-0.11),poverty_log (0.02),avg_days_per_hh (0.11)
Uttar Pradesh,Jaunpur,Tier I - High Impact Districts,wage_timeliness_pct (0.36),female_literacy_pct (0.23),scst_pct (0.16),avg_days_per_hh (-0.04),agri_worker_pct (-0.00),persondays_per_hh (0.01)
Uttar Pradesh,Jhansi,Tier I - High Impact Districts,avg_days_per_hh (1.21),persondays_per_hh (0.98),female_literacy_pct (0.54),night_lights_log (-0.22),agri_worker_pct (-0.02),scst_pct (0.08)
Uttar Pradesh,Kannauj,Tier II - Strong Performing Districts,avg_days_per_hh (0.97),persondays_per_hh (0.45),women_pct (0.37),night_lights_log (-0.05),female_literacy_pct (-0.04),wage_timeliness_pct (0.12)
Uttar Pradesh,Kanpur Dehat,Tier II - Strong Performing Districts,avg_days_per_hh (0.84),agri_worker_pct (0.44),women_pct (0.40),female_literacy_pct (-0.03),night_lights_log (-0.02),wage_timeliness_pct (0.11)
Uttar Pradesh,Kanpur Nagar,Tier II - Strong Performing Districts,avg_days_per_hh (0.97),persondays_per_hh (0.47),women_pct (0.33),night_lights_log (-0.09),female_literacy_pct (0.02),agri_worker_pct (0.05)
Uttar Pradesh,Kasganj,Tier II - Strong Performing Districts,avg_days_per_hh (0.75),female_literacy_pct (0.40),women_pct (0.32),night_lights_log (-0.05),agri_worker_pct (0.04),scst_pct (0.05)
Uttar Pradesh,Kaushambi,Tier II - Strong Performing Districts,female_literacy_pct (0.52),avg_days_per_hh (0.49),women_pct (0.44),agri_worker_pct (-0.14),scst_pct (-0.05),night_lights_log (0.01)
Uttar Pradesh,Kheri,Tier II - Strong Performing Districts,avg_days_per_hh (0.66),agri_worker_pct (0.49),female_literacy_pct (0.45),poverty_log (0.00),night_lights_log (0.07),wage_timeliness_pct (0.14)
Uttar Pradesh,Kushinagar,Tier II - Strong Performing Districts,avg_days_per_hh (0.83),agri_worker_pct (0.49),women_pct (0.38),night_lights_log (0.02),female_literacy_pct (0.04),scst_pct (0.07)
Uttar Pradesh,Lalitpur,Tier I - High Impact Districts,persondays_per_hh (0.52),women_pct (0.51),poverty_log (0.32),female_literacy_pct (-0.15),night_lights_log (0.01),agri_worker_pct (0.03)
Uttar Pradesh,Lucknow,Tier II - Strong Performing Districts,avg_days_per_hh (0.71),women_pct (0.34),scst_pct (0.33),agri_worker_pct (-0.18),night_lights_log (-0.07),female_literacy_pct (-0.00)
Uttar Pradesh,Mahoba,Tier IV - Improvement Potential Districts,women_pct (0.51),agri_worker_pct (0.48),scst_pct (0.18),poverty_log (-0.22),female_literacy_pct (-0.05),night_lights_log (-0.03)
Uttar Pradesh,Mahrajganj,Tier II - Strong Performing Districts,avg_days_per_hh (0.77),women_pct (0.58),female_literacy_pct (0.42),scst_pct (-0.01),night_lights_log (0.01),agri_worker_pct (0.04)
Uttar Pradesh,Mainpuri,Tier II - Strong Performing Districts,avg_days_per_hh (0.55),persondays_per_hh (0.36),women_pct (0.32),scst_pct (-0.27),female_literacy_pct (-0.26),agri_worker_pct (-0.12)
Uttar Pradesh,Mathura,Tier II - Strong Performing Districts,avg_days_per_hh (0.64),persondays_per_hh (0.30),women_pct (0.27),night_lights_log (-0.06),wage_timeliness_pct (0.04),female_literacy_pct (0.06)
Uttar Pradesh,Mau,Tier II - Strong Performing Districts,avg_days_per_hh (0.63),women_pct (0.51),scst_pct (0.35),night_lights_log (-0.10),female_literacy_pct (-0.00),agri_worker_pct (0.07)
Uttar Pradesh,Meerut,Tier I - High Impact Districts,female_literacy_pct (0.74),persondays_per_hh (0.57),women_pct (0.47),wage_timeliness_pct (-0.15),night_lights_log (-0.07),scst_pct (0.05)
Uttar Pradesh,Mirzapur,Tier II - Strong Performing Districts,avg_days_per_hh (0.61),agri_worker_pct (0.48),women_pct (0.46),night_lights_log (-0.04),female_literacy_pct (0.01),persondays_per_hh (0.02)
Uttar Pradesh,Moradabad,Tier II - Strong Performing Districts,avg_days_per_hh (0.96),persondays_per_hh (0.49),female_literacy_pct (0.41),night_lights_log (-0.02),wage_timeliness_pct (0.03),scst_pct (0.04)
Uttar Pradesh,Muzaffarnagar,Tier II - Strong Performing Districts,avg_days_per_hh (0.59),women_pct (0.34),persondays_per_hh (0.28),poverty_log (-0.04),night_lights_log (-0.00),female_literacy_pct (0.03)
Uttar Pradesh,Pilibhit,Tier II - Strong Performing Districts,avg_days_per_hh (0.98),persondays_per_hh (0.51),women_pct (0.42),night_lights_log (0.04),scst_pct (0.11),wage_timeliness_pct (0.14)
Uttar Pradesh,Pratapgarh,Tier II - Strong Performing Districts,women_pct (0.56),avg_days_per_hh (0.55),poverty_log (0.39),night_lights_log (-0.04),female_literacy_pct (0.01),wage_timeliness_pct (0.01)
Uttar Pradesh,Prayagraj,Tier II - Strong Performing Districts,women_pct (0.53),avg_days_per_hh (0.40),scst_pct (0.35),night_lights_log (-0.07),female_literacy_pct (-0.01),persondays_per_hh (0.01)
Uttar Pradesh,Rae Bareli,Tier II - Strong Performing Districts,avg_days_per_hh (0.82),agri_worker_pct (0.46),women_pct (0.41),poverty_log (-0.05),scst_pct (-0.01),female_literacy_pct (0.03)
Uttar Pradesh,Rampur,Tier II - Strong Performing Districts,avg_days_per_hh (0.97),persondays_per_hh (0.52),agri_worker_pct (0.49),female_literacy_pct (-0.13),night_lights_log (0.05),scst_pct (0.09)
Uttar Pradesh,Saharanpur,Tier II - Strong Performing Districts,avg_days_per_hh (1.01),persondays_per_hh (0.53),scst_pct (0.34),female_literacy_pct (-0.03),night_lights_log (-0.00),poverty_log (0.08)
Uttar Pradesh,Sant Kabir Nagar,Tier II - Strong Performing Districts,women_pct (0.59),avg_days_per_hh (0.46),agri_worker_pct (0.46),night_lights_log (-0.07),poverty_log (-0.04),female_literacy_pct (-0.02)
Uttar Pradesh,Shahjahanpur,Tier II - Strong Performing Districts,avg_days_per_hh (1.01),persondays_per_hh (0.55),agri_worker_pct (0.44),night_lights_log (-0.02),scst_pct (0.09),wage_timeliness_pct (0.14)
Uttar Pradesh,Shrawasti,Tier II - Strong Performing Districts,avg_days_per_hh (0.54),agri_worker_pct (0.54),women_pct (0.36),persondays_per_hh (0.02),poverty_log (0.05),night_lights_log (0.08)
Uttar Pradesh,Siddharthnagar,Tier II - Strong Performing Districts,women_pct (0.53),agri_worker_pct (0.47),avg_days_per_hh (0.47),night_lights_log (0.02),poverty_log (0.03),scst_pct (0.07)
Uttar Pradesh,Sitapur,Tier II - Strong Performing Districts,avg_days_per_hh (0.58),female_literacy_pct (0.50),agri_worker_pct (0.50),scst_pct (-0.20),persondays_per_hh (-0.02),night_lights_log (-0.02)
Uttar Pradesh,Sonbhadra,Tier II - Strong Performing Districts,avg_days_per_hh (0.66),women_pct (0.57),female_literacy_pct (0.36),scst_pct (0.02),night_lights_log (0.03),wage_timeliness_pct (0.05)
Uttar Pradesh,Sultanpur,Tier I - High Impact Districts,avg_days_per_hh (0.40),persondays_per_hh (0.28),female_literacy_pct (0.17),scst_pct (-0.28),women_pct (-0.23),agri_worker_pct (-0.20)
Uttar Pradesh,Unnao,Tier IV - Improvement Potential Districts,female_literacy_pct (0.48),avg_days_per_hh (0.35),scst_pct (0.30),agri_worker_pct (-0.06),night_lights_log (-0.01),wage_timeliness_pct (0.01)
Uttar Pradesh,Varanasi,Tier II - Strong Performing Districts,avg_days_per_hh (1.08),persondays_per_hh (0.60),women_pct (0.47),night_lights_log (-0.08),female_literacy_pct (-0.02),agri_worker_pct (-0.00)
West Bengal,Bankura,Tier IV - Improvement Potential Districts,poverty_log (0.39),women_pct (0.38),avg_days_per_hh (0.37),female_literacy_pct (-0.10),agri_worker_pct (-0.05),night_lights_log (-0.03)
West Bengal,Birbhum,Tier IV - Improvement Potential Districts,poverty_log (0.37),scst_pct (0.30),avg_days_per_hh (0.23),female_literacy_pct (-0.04),persondays_per_hh (-0.03),women_pct (0.05)
West Bengal,Cooch Behar,Tier III - Inclusive Development Districts,women_pct (2.49),avg_days_per_hh (0.55),persondays_per_hh (0.20),poverty_log (-0.08),scst_pct (-0.04),wage_timeliness_pct (0.03)
West Bengal,Dakshin Dinajpur,Tier IV - Improvement Potential Districts,avg_days_per_hh (0.52),women_pct (0.32),persondays_per_hh (0.31),female_literacy_pct (-0.02),night_lights_log (-0.02),agri_worker_pct (0.01)
West Bengal,Darjeeling,Tier IV - Improvement Potential Districts,women_pct (0.34),persondays_per_hh (0.22),agri_worker_pct (0.20),female_literacy_pct (-0.08),poverty_log (-0.07),night_lights_log (-0.03)
West Bengal,Hooghly,Tier IV - Improvement Potential Districts,women_pct (0.51),avg_days_per_hh (0.46),scst_pct (0.29),night_lights_log (-0.14),female_literacy_pct (-0.12),persondays_per_hh (-0.03)
West Bengal,Howrah,Tier II - Strong Performing Districts,poverty_log (0.42),avg_days_per_hh (0.15),night_lights_log (0.15),scst_pct (-0.16),agri_worker_pct (-0.06),female_literacy_pct (-0.03)
West Bengal,Jalpaiguri,Tier IV - Improvement Potential Districts,avg_days_per_hh (0.48),women_pct (0.34),persondays_per_hh (0.32),agri_worker_pct (-0.04),wage_timeliness_pct (-0.04),poverty_log (-0.01)
West Bengal,Kolkata,Tier IV - Improvement Potential Districts,scst_pct (0.44),avg_days_per_hh (0.32),night_lights_log (0.26),female_literacy_pct (-0.10),poverty_log (-0.07),wage_timeliness_pct (0.00)
West Bengal,Malda,Tier IV - Improvement Potential Districts,poverty_log (0.63),women_pct (0.60),avg_days_per_hh (0.46),scst_pct (-0.19),agri_worker_pct (-0.17),night_lights_log (-0.06)
West Bengal,Murshidabad,Tier IV - Improvement Potential Districts,persondays_per_hh (0.71),female_literacy_pct (0.66),women_pct (0.49),poverty_log (-0.18),scst_pct (-0.14),agri_worker_pct (-0.13)
West Bengal,Nadia,Tier IV - Improvement Potential Districts,avg_days_per_hh (0.89),persondays_per_hh (0.43),agri_worker_pct (0.42),scst_pct (-0.27),poverty_log (-0.10),female_literacy_pct (-0.08)
West Bengal,North 24 Parganas,Tier IV - Improvement Potential Districts,women_pct (0.55),avg_days_per_hh (0.44),persondays_per_hh (0.27),scst_pct (-0.34),poverty_log (-0.14),agri_worker_pct (-0.12)
West Bengal,Paschim Medinipur,Tier IV - Improvement Potential Districts,avg_days_per_hh (0.33),scst_pct (0.32),persondays_per_hh (0.24),female_literacy_pct (-0.12),agri_worker_pct (-0.07),women_pct (-0.06)
West Bengal,Purba Bardhaman,Tier II - Strong Performing Districts,avg_days_per_hh (1.00),women_pct (0.55),persondays_per_hh (0.49),scst_pct (-0.23),night_lights_log (-0.15),female_literacy_pct (-0.08)
West Bengal,Purba Medinipur,Tier IV - Improvement Potential Districts,avg_days_per_hh (0.38),persondays_per_hh (0.29),women_pct (0.24),agri_worker_pct (-0.12),female_literacy_pct (-0.08),scst_pct (-0.05)
West Bengal,Purulia,Tier IV - Improvement Potential Districts,poverty_log (0.78),women_pct (0.39),avg_days_per_hh (0.38),night_lights_log (-0.08),wage_timeliness_pct (0.01),agri_worker_pct (0.05)
West Bengal,South 24 Parganas,Tier I - High Impact Districts,avg_days_per_hh (1.26),persondays_per_hh (1.01),women_pct (0.52),poverty_log (-0.25),night_lights_log (-0.25),agri_worker_pct (-0.03)
West Bengal,Uttar Dinajpur,Tier I - High Impact Districts,poverty_log (0.45),women_pct (0.28),avg_days_per_hh (0.26),wage_timeliness_pct (-0.07),night_lights_log (-0.04),female_literacy_pct (0.07)
